01/01/2012,2053662.2,2048939,500834.3,414685.8,1098825.8,34593,4723.3,2053662.2,500834.3,228767,93444.1,77989.8,63502,62020.3,1481.7,37131.4,419409.1,65844.2,353564.9,1098825.8,39018.7,12341.9,2480.4,220844.6,256518.2,49202.4,31946.6,39135.3,23667.7,15965.7,96600.4,200049.8,27631,44661,94218.2,60250.1,36099.5,74388,30324.5,34593
01/02/2012,2059132.2,2054378.4,507051.1,416905.6,1095622.1,34799.6,4753.8,2059132.2,507051.1,229188.8,96102.9,80567.9,63919.1,62413,1506.2,37272.3,421659.4,65731,355928.4,1095622.1,38378.8,11991.9,2539.5,219273.4,249975.9,43601,33754.4,38434.1,23559.7,16103.3,94523.5,203119.5,28045.5,44112.4,95327.9,61416.2,36247,74195.7,30998.3,34799.6
01/03/2012,2092690,2087935,515554.5,421855.7,1112226.9,38297.9,4755,2092690,515554.5,230486.8,99593.3,83567.4,64349.1,62813,1536.1,37557.9,426610.7,66735.9,359874.8,1112226.9,39565,12526,2915.4,224601.7,253286.1,42096.3,33923.3,37241.5,25319.2,15300.5,99405.2,210072.5,27945.6,41623,93786.8,62658.9,37004.2,72381.1,33860.8,38297.9
01/04/2012,2103185.7,2098433.1,524196.9,422693.1,1113407.2,38135.9,4752.6,2103185.7,524196.9,234751.1,101334.4,86103.1,64667.5,63091.2,1576.3,37340.8,427445.8,66655.2,360790.6,1113407.2,38907.2,12792.3,2722.8,226296.3,251580.4,43168.2,31612.3,35537.7,24943.6,15631.8,100686.7,211799.1,27794.8,40609.7,93622.3,63104.5,36667.9,73598.2,33911.6,38135.9
01/05/2012,2155558.7,2150824.2,530665.4,426369.6,1155715.4,38073.8,4734.6,2155558.7,530665.4,236172.6,104090.6,87863.3,65234.3,63540.9,1693.5,37304.6,431104.1,66424.7,364679.5,1155715.4,40269,17408.6,3004.3,235131.6,267654.1,47438.6,33976.2,37274.2,25836.8,16314.6,106813.7,214332.6,27242.9,42549.2,96653.5,62951.7,38275.2,74475.8,35767,38073.8
01/06/2012,2171537.1,2166804.4,540633.7,430158,1156918.5,39094.3,4732.7,2171537.1,540633.7,239425.4,106825.5,90866.6,65879,64099.8,1779.2,37637.2,434890.7,66353.4,368537.3,1156918.5,41818.6,18118.5,3981.4,239349.2,261804.8,47108.8,36157.9,33669.6,26110.3,15821.6,102936.6,217876.5,27322.5,42706.1,94648.6,59856.5,37130.2,76889,35416.7,39094.3
01/07/2012,2185346.3,2180581.5,550131.5,433062.7,1159261.5,38125.8,4764.9,2185346.3,550131.5,243488.6,108111.9,93669.5,66305.7,64391.8,1913.8,38555.7,437827.6,67298.9,370528.7,1159261.5,41407.3,19050.7,4103.2,240684.4,267153.8,49021.4,36498.1,33621.3,30471.6,16081.8,101459.5,209360,29782.5,44244,94788.5,53504.5,38754.6,80898,35530,38125.8
01/08/2012,2200290.4,2195503.4,562081.9,436081.4,1158325.5,39014.7,4787,2200290.4,562081.9,247383.4,110194.2,98068.8,67774.1,65714.9,2059.2,38661.4,440868.4,67532.1,373336.3,1158325.5,41859.1,20926.4,4523.1,241049.7,260111.9,46952.6,34531.9,34229.9,29605,16116.7,98675.8,212733.2,31497,40071.8,91493.2,54059.2,38715.7,85424.1,35861.5,39014.7
01/09/2012,2229782.3,2224971.9,571300.4,440739.3,1172250.3,40681.9,4810.4,2229782.3,571300.4,251276.2,112018.9,101160.9,67898,65715,2183,38946.3,445549.8,67930.2,377619.6,1172250.3,42556.4,19984.4,4613.7,246116.5,259710.3,47444,34378,32815.5,30010.9,17289.2,97772.7,219760.6,31697.7,39420.6,92658.5,54498.4,38178.7,85400.6,37653.9,40681.9
01/10/2012,2243406.3,2238600.4,579926.3,442830,1177560.4,38283.7,4805.9,2243406.3,579926.3,255061.2,112275.5,104360.7,68916.2,66617.8,2298.3,39312.9,447635.9,67593.1,380042.8,1177560.4,44038.8,20549.2,4707.9,248629.7,255216.4,45032.1,34502.6,28601.9,29388.2,18785,98906.7,222190.6,31884.9,38734.9,93010.4,53987.6,39005.7,86846.9,38757.3,38283.7
01/11/2012,2285712.8,2280879.3,596586.8,447043.9,1194907.3,42341.4,4833.5,2285712.8,596586.8,266579.5,112513.1,107372.2,69788.4,67338.5,2449.9,40333.6,451877.4,68475.7,383401.7,1194907.3,45718.2,20119.8,4774.2,250610.2,257100,50382.7,31973.4,28608,29417.9,17386.4,99331.4,227249.2,32356.4,38577.4,96399.6,55079.1,36096.4,91227,39600,42341.4
01/12/2012,2307306.4,2302451.5,597935.6,451711.7,1212257.4,40546.7,4854.9,2307306.4,597935.6,266933.4,112844.8,107533.4,70838.4,68215.4,2623,39785.6,456566.6,69059,387507.6,1212257.4,47666.8,23521.5,4853.8,256671.5,262851.7,51352.6,32407.7,28023.8,30068.2,17655.4,103344.1,226348.3,36981,32917.8,98415,54579.3,35528.5,90841,41081.3,40546.7
01/01/2013,2306667.4,2301796.7,599247.1,456488.8,1205711.7,40349.1,4870.7,2306667.4,599247.1,266388.5,113087,108473.1,71767.1,69048.6,2718.5,39531.5,461359.6,72741.8,388617.8,1205711.7,48235.6,23440.7,5355.7,256209.8,261209.2,52106.1,31658.8,28541.1,29136.3,17521.2,102245.7,227074.6,36100.3,32014.4,96963,54809.4,35436.6,89025.3,39837.1,40349.1
01/02/2013,2315184.2,2315184.2,602543.9,458192.4,1216426,38022,0,2315184.2,602543.9,266242.1,114442.9,109606.4,72185,69423.9,2761.2,40067.4,458192.4,72554,385638.4,1216426,47540,23467.8,5408.4,253628.7,260545.3,47963.1,32184.6,27972.3,30392.6,17533.9,104498.8,233362.5,40526.6,32031.8,97785.4,56614.7,34562.3,90955.9,39996.7,38022
01/03/2013,2326059.7,2326059.7,608507.7,463394,1213585.9,40572.1,0,2326059.7,608507.7,267183.9,116356.8,111939.9,72463.3,69650.7,2812.6,40563.7,463394,73719.6,389674.4,1213585.9,47698.9,22116.8,5612.3,256094.6,258481,46470.7,31177.1,28800.7,35869.1,16376.7,99786.7,236220.1,38043.1,31801.3,95277.5,57807,33773.7,89784.4,40875.1,40572.1
01/04/2013,2342011.8,2342011.8,613551.5,465658.3,1221714.6,41087.3,0,2342011.8,613551.5,269921.6,117822.9,113361.1,72762.2,69929.3,2832.9,39683.8,465658.3,74662.5,390995.8,1221714.6,46685.7,19659.6,5715.3,257436.6,262780.6,47511.6,31300.4,29025.4,35793.1,16171.6,102978.5,238413.2,35626.4,40460.9,96555.8,58666.4,34132.5,85445.1,40136.4,41087.3
01/05/2013,2361677.1,2361677.1,618245.5,470570.8,1234478.9,38381.9,0,2361677.1,618245.5,271322.7,119094.2,114869.8,73192.7,70355.2,2837.5,39766,470570.8,76088.5,394482.3,1234478.9,48007.8,19451.9,5825.1,248228.8,275634.4,53779,32050.7,29693.1,38780.4,16055.4,105275.9,241415.1,38287.9,43479.9,99557.3,57552.5,34464.5,81273.2,41300.4,38381.9
01/06/2013,2380851.5,2380851.5,627371.7,470100.9,1242645.5,40733.3,0,2380851.5,627371.7,275433.7,121395.1,116170.3,73609.2,70844.7,2764.5,40763.5,470100.9,75754.8,394346.1,1242645.5,50919.7,20983.2,5814.3,243921.4,271836.1,52261.3,30677.6,29651,37697.2,15739.3,105809.8,244581.4,38942.5,43633.6,101261.9,57467.9,31951.2,89627.8,41704.7,40733.3
01/07/2013,2398023.3,2398023.3,636009.7,474679.4,1248169.1,39165.1,0,2398023.3,636009.7,278666,124307.5,118392.4,73957.8,71255.7,2702.1,40685.9,474679.4,77143.3,397536.1,1248169.1,47517.7,21695.1,6048.7,240041.2,275816.3,53587.2,31981.9,31113,37206.9,15762.5,106164.8,251906.2,37800.5,54930.6,103894.9,54002.2,32803.6,79985.3,41726.8,39165.1
01/08/2013,2431172.8,2431172.8,646253.1,479672.7,1267522.5,37724.4,0,2431172.8,646253.1,282309.7,128119.7,120649.8,74745.5,72120.5,2625,40428.5,479672.7,77619.2,402053.5,1267522.5,47612.1,20832.5,6053,239708.8,286585.6,53482.3,31508.3,31681.3,39022.6,17169.4,113721.8,250644.9,41512.1,56042.1,108613.7,54137,33005.7,80598.4,42176.6,37724.4
01/09/2013,2439881,2439881,650554.1,483829.2,1267113,38384.7,0,2439881,650554.1,284140.8,128916.8,122336.1,74959.3,72413.7,2545.6,40201.1,483829.2,78758.5,405070.7,1267113,48990.2,20074.2,6157.5,245465.5,290912.2,55379.3,31985.8,31157.3,40860,16935,114594.8,254553.1,41696.5,39512.5,110903.2,54830.7,33522.3,78199.9,42295.3,38384.7
01/10/2013,2460630.6,2460630.6,656278.3,485702.4,1282534,36115.8,0,2460630.6,656278.3,285883,131035.3,123856.8,75284,72774.1,2510,40219.1,485702.4,76429.3,409273.1,1282534,46584.7,19349.1,7073.6,243235.2,285329.5,51963.2,30169.8,31203.6,40105.6,17120.4,114766.9,264312,41836.1,39564.4,119251.8,56070.8,34877.5,83300.8,41748.7,36115.8
01/11/2013,2503032.8,2503032.8,671275.6,492714,1300264.5,38778.7,0,2503032.8,671275.6,296957.3,132779.7,125729.8,75513.3,72986.5,2526.8,40295.5,492714,77706.7,415007.3,1300264.5,49287.8,16485.9,6386.7,251498.2,287094.9,51021.7,32845.5,31648.8,40311.6,19018.2,112249.1,271874.7,42533,30853.9,123555.7,50504.3,35024.4,91338.5,43826.5,38778.7
01/12/2013,2534640.3,2534640.3,664354.3,507202.4,1318403.1,44680.5,0,2534640.3,664354.3,292577.6,131243.9,124313.8,76378.3,73866.6,2511.7,39840.6,507202.4,86586.2,420616.2,1318403.1,51537.6,15973.4,6258.6,245359.7,293900.1,56698,33834.2,31808.6,39116.8,21206.3,111236.2,265696.5,44568.7,31803.9,121590.5,63315.1,35883.3,98004.8,44510.7,44680.5
01/01/2014,2520820.5,2520820.5,660913.7,511673.6,1305471.2,42762.1,0,2520820.5,660913.7,289281.8,131236,123585.2,76971.3,74462.8,2508.5,39839.4,511673.6,89435,422238.6,1305471.2,51221.5,16393.4,6166.5,244371.4,292792.4,55624.3,34351.8,32793.1,39566.3,19502.5,110954.5,265758.3,45328.7,31314,117920.5,63719.5,35666.1,91431.1,43387.8,42762.1
01/02/2014,2521538.5,2521538.5,663399.2,514356.1,1301979.5,41803.7,0,2521538.5,663399.2,287141.3,133923,125086.1,77170.4,74607.4,2563,40078.4,514356.1,88723.4,425632.6,1301979.5,51314.1,15595,6242.6,243177.5,288822.1,55247.6,33909.1,32176.6,39431.1,19572.9,108484.7,269741,47403.4,31116.4,114424.5,64218.2,35127.4,92862.1,41935.4,41803.7
01/03/2014,2531027.3,2531027.3,665316.4,522572.9,1300944.2,42193.8,0,2531027.3,665316.4,286211.6,136330.6,130315.5,77038.6,74256.8,2781.7,35420,522572.9,89900.4,432672.5,1300944.2,51538.8,15462.3,6309.6,238226.5,282976.8,53333,33702.7,32584.5,42340,17054.1,103962.6,278374.9,47797.6,31139.8,114490.3,67670,35482.7,88972.8,42502.3,42193.8
01/04/2014,2545305,2545305,669693.4,524255.9,1310833.3,40522.5,0,2545305,669693.4,288122.3,138500.3,131199.3,76948.6,73869.6,3079,34922.9,524255.9,88748.6,435507.2,1310833.3,51549.4,15800.4,6591,240152.1,286710.8,52536.4,34990,34022.7,42069.3,17828.1,105264.3,279088.1,45880.3,30938.5,116707.7,67365,36590.2,91571.7,41888.2,40522.5
01/05/2014,2591178.9,2591178.9,674573.7,530916.6,1343562.9,42125.6,0,2591178.9,674573.7,288304,140896,132684.2,77039,73563.5,3475.5,35650.4,530916.6,81222.3,449694.3,1343562.9,52184,14545.4,6817.7,239537.3,294163.9,58063.4,35344.1,32275.1,42859.4,18737.2,106884.6,289814.7,45662.2,31038.2,117998.2,68983.1,46109.4,93867,42842,42125.6
01/06/2014,2597152.6,2597152.6,679552.8,533408.5,1342994.9,41196.3,0,2597152.6,679552.8,289238.7,143896.4,133927.3,77004.5,73227.8,3776.7,35486,533408.5,80616.1,452792.4,1342994.9,51822.9,13778.3,6885.7,239015.9,294327.8,55831.1,34258.2,30332.7,44346.1,19972.4,109587.4,294196.1,47816.1,31849.9,116121,65525.9,40832.3,96603.9,44218.9,41196.3
01/07/2014,2605918.7,2605918.7,684678.3,532501.8,1347143.3,41595.3,0,2605918.7,684678.3,289535,147753,135054.8,77037.3,73009.2,4028.2,35298.2,532501.8,77792.3,454709.5,1347143.3,51178.5,15616.8,6979.3,238709.7,297992.9,54906,33128.6,30641.1,43068.1,22074.7,114174.4,296992.4,48696.8,32441.9,112529.7,66219.6,41487.3,95816,42482.4,41595.3
01/08/2014,2625665.2,2625665.2,693617.2,537300,1355306.4,39441.5,0,2625665.2,693617.2,293774.5,151310.4,136166.8,77284.1,73033.3,4250.8,35081.4,537300,77369.2,459930.8,1355306.4,47963.6,15039.3,6905.3,247129.6,299089.3,54724.8,33886.3,30839.5,43809.6,21166.9,114662.1,288639.2,48647.4,36550.4,114361.6,73604,40317.3,94564.4,42495,39441.5
01/09/2014,2637601.5,2637601.5,697999.8,542074.1,1358720.6,38807,0,2637601.5,697999.8,294055.9,153871.6,136642,77574.3,73148.7,4425.6,35855.9,542074.1,78298.8,463775.3,1358720.6,48375.7,15041.6,6913.1,247704.8,305243.4,54603.7,32859.1,32046.2,44855.1,22815.3,118064.1,287967.5,52626.2,31872.4,116719,70710.3,39737.7,92316.3,43492.5,38807
01/10/2014,2661677,2661677,701076.5,546119.2,1374639.4,39841.8,0,2661677,701076.5,294580.7,156247.1,136934.8,77901.6,73238.5,4663.1,35412.4,546119.2,77216.6,468902.6,1374639.4,48814.5,17048.1,6954.8,249729.3,306271.6,54650.7,33623.7,34527.5,44173.3,20486.5,118809.9,292478.4,51509.7,32344.2,120087.5,71500,41643.9,92509.2,43748.2,39841.8
01/11/2014,2713238.2,2713238.2,712789.5,552474.4,1398199.4,49774.8,0,2713238.2,712789.5,304445.4,158053,136390.2,79010.6,73866.9,5143.7,34890.3,552474.4,77960.4,474514,1398199.4,49459.6,16310.3,6980.7,258024.1,314320.5,55513.1,32221.5,35556.9,46707.6,22290.7,122030.7,297178.2,53654.9,32343.4,119112.3,64941.5,43440.1,96946.7,45487.1,49774.8
01/12/2014,2740556.3,2740556.3,705925.2,556563.8,1426580.7,51486.7,0,2740556.3,705925.2,298023.2,158456.9,133990.1,80599.9,75062.8,5537.1,34855.1,556563.8,77261.6,479302.2,1426580.7,52737.3,18759.9,6988.7,257328,324290.8,56657.9,38765.2,33252.3,47367.8,24647.4,123600.1,293483.6,55837.7,32511.5,123067.3,71055,44185.8,99718.5,46616.6,51486.7
01/01/2015,2755318.4,2755318.4,704744.9,563449.5,1436675.1,50448.9,0,2755318.4,704744.9,295635.9,160104,133772.1,81454.8,75725.9,5729,33778.1,563449.5,80043.9,483405.6,1436675.1,53345.5,28222.9,6888.5,260137.1,324061.9,58242.1,32203.7,35214,46596.6,26755.2,125050.3,300973.1,55510.9,32631.7,122063.5,68064.8,46469.8,93391.7,44913.9,50448.9
01/02/2015,2746732.2,2746732.2,705803.4,564763.4,1428510.1,47655.3,0,2746732.2,705803.4,292993.7,162177.8,134135.9,82042.9,76208.5,5834.4,34453.1,564763.4,79156.4,485607,1428510.1,54380.7,23017.1,6789.6,255957.8,324201.3,59741.8,32285.5,34653.5,47170.1,26338.4,124012,302137.7,54758.5,31787.1,122515.7,61130,46859.6,100072.6,44902.3,47655.3
01/03/2015,2789982,2789982,708771.3,571506.4,1461084.9,48619.4,0,2789982,708771.3,290448.6,165398.7,135866.1,82567.2,76657.3,5910,34490.7,571506.4,80353.2,491153.1,1461084.9,53788,21159.9,6881.5,262825.4,331921.9,56840.5,31861.2,32875,51639.2,33554.3,125151.7,302689.1,51883.5,53939.1,122566.7,63160.1,45578.7,98738.7,45952.3,48619.4
01/04/2015,2825091.5,2825091.5,715119.1,575447.2,1484399.3,50125.9,0,2825091.5,715119.1,292000.2,170167.8,136340,83036.8,77052.2,5984.6,33574.2,575447.2,80186,495261.2,1484399.3,53370.9,21118.5,6896.9,264981.9,327740.3,56583.1,32370.1,32875.3,48938.2,33578.9,123394.7,313211.8,59832.6,63434,116516,65397,46441.2,99464.1,45994.2,50125.9
01/05/2015,2864767.4,2864767.4,720774.1,580412.2,1507415,56166.2,0,2864767.4,720774.1,292976.4,173430.4,136132.5,83651.8,77477.1,6174.7,34583,580412.2,81187,499225.2,1507415,54602.7,22535.6,6964.9,268377.9,334998.3,56683.9,32822.3,33326.2,51534.3,35090.7,125540.8,320192,60521.5,59946.9,117509,62901.3,46839.3,105127.3,46898.4,56166.2
01/06/2015,2866364.3,2866364.3,726029,585945.5,1500965,53424.8,0,2866364.3,726029,294000.8,176349.5,137677.1,84666.1,78362.2,6303.9,33335.5,585945.5,79566.3,506379.2,1500965,56162.8,24455.7,7311,264556.3,342238.7,58010,32857.8,35719.2,52200.5,35109.3,128342,321192,62767.5,43769.1,118146,63190.5,47487.1,101346.1,48342.2,53424.8
01/07/2015,2896054.3,2896054.3,735615.5,591098.8,1515118.2,54221.9,0,2896054.3,735615.5,295333,176210.3,143768.7,85804.7,79416.5,6388.2,34498.8,591098.8,80008.7,511090,1515118.2,55789.7,23802.9,6975.9,267869.7,346730.9,60172.6,34112,37163.9,49403.3,35970.4,129908.7,319673.1,63690.1,45632.2,120763.1,64389.6,48260.9,102353.5,49186.7,54221.9
01/08/2015,2943664.1,2943664.1,748152.2,595223.7,1540802.6,59485.6,0,2943664.1,748152.2,299424.4,180254,146810.2,86577.9,80116.6,6461.3,35085.7,595223.7,78948.1,516275.7,1540802.6,55892.2,25458.8,7104,276228.2,356297.2,60386.1,34719.8,37848.2,49654.9,39048.6,134639.7,317504.8,66295.6,47124.5,120539.7,62436.3,50599.7,105993.1,49328.4,59485.6
01/09/2015,3002677.9,3002677.9,756098.7,601943.1,1587369.2,57266.9,0,3002677.9,756098.7,299715.3,183962.8,149688.7,87197.1,80662.7,6534.4,35534.9,601943.1,79612.5,522330.6,1587369.2,57920.4,25160.8,7166.2,284132.8,369795.1,59051.4,34401.6,36651.4,50135,38765.2,150790.5,326201.5,66860,50329.3,122620.7,64418.9,49640.5,113667.6,49455.3,57266.9
01/10/2015,3029233.5,3029233.5,765076.3,607632,1593566.9,62958.3,0,3029233.5,765076.3,300520.8,188014,152780.3,88049.8,81455.5,6594.3,35711.4,607632,78940.6,528691.4,1593566.9,60084.2,27444.7,7284.7,287212.8,369991.6,59639.8,35550.4,35304.6,51257.7,38307.9,149931.2,331330.3,63640.4,44446.9,124586.8,69607.8,49868.6,108844.2,49224,62958.3
01/11/2015,3083449.5,3083449.5,784492.6,613578.6,1613164.9,72213.5,0,3083449.5,784492.6,314274.8,188685.5,155963.6,89560.1,82527.1,7033,36008.6,613578.6,79302.3,534276.2,1613164.9,61589.3,29769.7,7337.4,287905.1,367543.9,60626.2,35238.4,35319.1,49714.2,37957.3,148688.8,338868.1,63570.4,45860.7,125269.8,68747.8,50798.8,115085.2,50818.6,72213.5
01/12/2015,3141392.1,3141392.1,783723.6,619836.9,1667483.8,70347.9,0,3141392.1,783723.6,310592,188136.2,156673.9,91917.3,84541.5,7375.8,36404.2,619836.9,78180.9,541656,1667483.8,67200.7,33561.1,7230.9,296618.7,375726.6,66811.7,36272.3,35900,50962,38837.1,146943.5,336928.2,69017.6,46546.5,134536.5,75039,52913.7,117979.6,54184.7,70347.9
01/01/2016,3203044.4,3203044.4,786642.4,626394.4,1734098.3,55909.3,0,3203044.4,786642.4,309259.6,190570.2,157483,94614.1,87109,7505.1,34715.5,626394.4,80927.5,545466.9,1734098.3,68270,35985.2,7213.7,299535.3,379964.6,68903.6,35334.9,37989.5,52402.3,38549.1,146785.1,355863.3,70059.8,53757.4,138332.9,74265.7,55393,119880.1,75577.4,55909.3
01/02/2016,3210013.5,3210013.5,789291.2,628006.5,1735690.7,57025.1,0,3210013.5,789291.2,308574.3,192750.3,157866.2,95603.4,88128,7475.3,34497,628006.5,79541.6,548464.9,1735690.7,67361.7,35454.8,7139.4,300670.4,373833.1,64289.5,34200.3,39585.7,53755,37887.9,144114.7,356095.4,70003.4,65913.8,135938.1,74175.6,54479.9,120892.8,73732.4,57025.1
01/03/2016,3191988.4,3191988.4,797579.7,633315.3,1704311.1,56782.4,0,3191988.4,797579.7,308999.7,196877.3,160113.1,96172,88673.5,7498.5,35417.6,633315.3,79827,553488.3,1704311.1,66386.6,34751.4,7207.9,301539.2,362697.1,62722.8,35213.7,35700.9,52068,36540,140451.6,354884.1,69253.7,49848.4,138955.3,72041.4,52539.8,120689.8,73516.6,56782.4
01/04/2016,3216776.3,3216776.3,805122.8,637894.3,1716466,57293.3,0,3216776.3,805122.8,309448.5,200891.6,162013.9,97003.8,89493.8,7510,35764.9,637894.3,78416.2,559478.1,1716466,67021,36214.9,7295.7,307960.7,367355.8,62218.7,35191.7,36320.6,52061.7,37584.5,143978.5,358137.8,70440.1,42161.4,136616.8,74101.2,54658.9,119176.9,75324.9,57293.3
01/05/2016,3273381.1,3273381.1,812914.6,646270.3,1753133.3,61062.9,0,3273381.1,812914.6,311100.1,203785.2,164704.5,97744.9,90080.7,7664.2,35579.9,646270.3,78960.4,567309.8,1753133.3,67045.1,35968.4,7467.5,315492.7,384496.2,63646.9,38419.1,38810.3,54408,40118.6,149093.4,363053.9,70076.5,42447.1,140049.8,72791.1,56806.3,120758.9,76679.9,61062.9
01/06/2016,3329950.4,3329950.4,826130.6,650720.5,1787139.5,65959.8,0,3329950.4,826130.6,314458.8,208252,168644.8,99168.1,91292.1,7876.1,35606.9,650720.5,77358.8,573361.7,1787139.5,68843.9,36906,7767.7,321978.8,390547.7,72533.5,38292.2,37993.1,52150.8,40744.6,148833.4,362018.9,72904.8,44002.7,148256,74773.1,56649.1,122816.6,79674.2,65959.8
01/07/2016,3391687.8,3391687.8,837066,657694.8,1826412.2,70514.9,0,3391687.8,837066,317880.8,210445.5,171912.9,100400.9,92432.1,7968.7,36426,657694.8,77981.1,579713.7,1826412.2,67591.5,36622.9,7738,319347.1,401698.8,76908,39074.4,40284.7,51552.7,41786.4,152092.5,368531.7,80039.9,52607,154668.3,77070.6,57500.6,122715.7,80280.2,70514.9
01/08/2016,3416862.9,3416862.9,847770.6,661027.3,1837239.5,70825.4,0,3416862.9,847770.6,322579.3,212400.6,174036.6,102020,93912.3,8107.7,36734.2,661027.3,76638.1,584389.3,1837239.5,65501.8,36397.2,7755.7,319910.8,399692.6,76406.9,41869,39112.6,49843.7,44802.1,147658.3,364331.2,79360,59934.7,157235.6,79170.4,58191.4,128749.4,81009,70825.4
01/09/2016,3471008.8,3471008.8,855691.6,667743.9,1877495.6,70077.7,0,3471008.8,855691.6,325627.4,213820.4,176162.2,103635.4,95410.6,8224.9,36446.3,667743.9,76925.8,590818.1,1877495.6,65886.3,37723.7,7784.9,322511.2,402416.2,71550.4,42101.5,41213.5,52363.1,44393.4,150794.2,370218.3,80776.5,59474.6,167281.5,90512.3,60719,128183.9,84007.3,70077.7
01/10/2016,3496872.6,3496872.6,864623.1,672165.5,1886376.6,73707.5,0,3496872.6,864623.1,329291.4,215259.6,177924.4,105310.8,96999.1,8311.7,36836.9,672165.5,75531.6,596633.8,1886376.6,65536,35301.2,7771.1,323305.7,404577.6,71538.9,41856.3,42508.9,51640,44123,152910.5,375792.6,77050.6,57849.2,169516.8,88076.6,60490.6,136761.9,84346.9,73707.5
01/11/2016,3607446.6,3607446.6,885605.6,679581.5,1970555.5,71704,0,3607446.6,885605.6,345608.3,215207.5,179290.2,107711.2,98871.2,8840.1,37788.5,679581.5,76099.7,603481.8,1970555.5,69552.4,37782.6,7736.9,330389,426809.8,78681.8,43097.1,42929.2,56468.4,46785.2,158848.1,387441.1,77295.8,54890.6,179104.7,103842.1,65913,142613.8,87183.8,71704
01/12/2016,3612212.9,3612212.9,879307.2,686717.3,1968056.8,78131.6,0,3612212.9,879307.2,339767.2,212964.8,178461.6,111471.9,102332.6,9139.3,36641.7,686717.3,74945.9,611771.4,1968056.8,74905.1,38102.7,7768.7,316325.7,440485,79762.9,43259.6,51689.5,56027.6,47733.6,162011.8,378472.9,85664.9,46726.9,179415,98258.7,65681.1,145658.6,90591.6,78131.6
01/01/2017,3608007.1,3608007.1,878035.4,692459.2,1962736.5,74776,0,3608007.1,878035.4,337102.8,213445.2,178154.7,113772.5,104479.4,9293.1,35560.2,692459.2,77208.5,615250.7,1962736.5,75052.6,35449.3,7568.4,319407.6,438510.3,77256,42938,55125.6,57062.5,46968.5,159159.6,378497.9,84793.9,42706.2,183324,97695.1,65771.8,143820.3,90139.2,74776
01/02/2017,3621479.1,3621479.1,880686.9,695869,1969221.6,75701.7,0,3621479.1,880686.9,336363.9,214196,179600.2,115154.6,105766.7,9387.8,35372.2,695869,75421.1,620447.9,1969221.6,72549,34018.9,7457.6,318457.2,436660.6,75160.5,41916.9,46519.8,56517.5,48361.4,168184.4,386112.6,87091.8,47299.1,180124.6,99420.5,65279.2,145350.1,89400.5,75701.7
